,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296
no_ortho_CmeleagridisUKMEL1,epist,ac,gln__L,salchs4fe,pgp1819Z160,ps161,actn__R,pg141,dtdp,pe1819Z1835Z9Z12Z,valtrpphe,xyl__D,imp,3hpppn,pg160,pg180,ethso3,enter,lyslyslys,HC01361,chitob,lysvalphe,hghhlipa,meglyxyl,asn__L,leu__L,amp,isetac,enlipidA,3hcinnm,lido,degly,ps180,tchola,starch,malttr,cu2,idp,pe18111Z1835Z9Z12Z,tyr__L,ahdt,mso3,pgp120,hislysval,pe120,mobd,taur,pe181,cd2,colipa,ttdca,h2o2,starch1200,amylose300,Lcyst,pa141,salchs2fe,gthox,ocdcea,pe1801819Z,nmn,pe18111Z1819Z,ddca,pg161,ergst,pa180,co2,dca,pg1819Z160,zn2,glyc3p,met__L,kdo2lipid4,pe141,pg140,cobalt2,ps141,mn2,feenter,hco3,pe140,pgp18111Z160,man,hg2,pi,so4,pe18111Z1829Z12Z,pa160,hghhlipan,ps181,thrthrarg,k,pe1801829Z12Z,26dmani,o2,galctn__D,pg181,fecost,enlipidA_LptA,phethrlys,hxa,pe1829Z12Z1835Z9Z12Z,dextrin,pail18111Z160,lipa,enlipa,butso3,LptA,protein,lipa_cold,pa161,sulfac,pgp181,cys__L,fe3,ttdcea,zymst,pg120,pe18111Z1845Z9Z12Z15Z,pheme,pe161,pgp140,pgp160,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,malt,hdca,tsul,ocdca,lanost,inost,pe1801835Z9Z12Z,pgp141,pa140,cit,octa,na1,pe180,argphearg,ca2,gal,nad,fe2,pgp180,h,pe1819Z1829Z12Z,dttp,egly,colipap,pe1819Z1845Z9Z12Z15Z,h2o,pe160,salchs4,mg2,met__D,acolipa,cu,ps140,pa181,pe1819Z1819Z,eca4colipa,pail1819Z160,hdcea,pgp161,ps120,fru,glc__D,fe3dhbzs,pa120,ps160,ile__L,glycogen1500,gthrd,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PgaboniG01,arg__L,cdpdodec11eg,gly,no3,12dgr160,epist,dsbard,thr__L,2agpg160,12dgr120,ac,gln__L,pgp1819Z160,ps161,hxan,actn__R,pg141,dtdp,pe1819Z1835Z9Z12Z,pmtcoa,xyl__D,imp,pg160,pg180,2agpe120,sucr,enter,ddcacoa,glyb,HC01361,chitob,cdpdodecg,hghhlipa,rib__D,dpcoa,sphmyln,leu__L,his__L,asn__L,12dgr141,glyc,2ddecg3p,ser__L,ppi,ps180,Rtotalcoa,tchola,2agpg120,2agpg141,cu2,pnto__R,idp,pe18111Z1835Z9Z12Z,tyr__L,ahdt,odecoa,pgp120,gua,no2,pe120,pap,mobd,taur,for,pe181,cd2,colipa,ferrich,pan4p,12dgr161,ttdca,hemozoin,dad_2,12dgr181,ptd1ino,pa141,2agpg161,ocdcea,pe1801819Z,Rtotal2,pe18111Z1819Z,ddca,ptrc,ergst,pg161,pa180,o2s,dolichol,co2,dca,pg1819Z160,zn2,met__L,kdo2lipid4,pe141,pg140,chsterol,cobalt2,ps141,mn2,hco3,pe140,ins,ade,camp,pgp18111Z160,man,12dgr140,spmd,dag,pi,tdecoa,pc,so4,atp,hb,pe18111Z1829Z12Z,pa160,2agpe140,2agpg140,ps181,hghhlipan,dcacoa,cdpdddecg,cdpdtdecg,adn,k,pe1801829Z12Z,35cgmp,xolest2,glu__L,pg181,fecost,trp__L,occoa,hxa,pe1829Z12Z1835Z9Z12Z,2agpe180,din,pail18111Z160,xan,lipa,protein,chol,glyald,tdcoa,lipa_cold,orn,gluside,pa161,thmmp,pgp181,cys__L,fe3,pro__L,ttdcea,zymst,pg120,urea,pe18111Z1845Z9Z12Z15Z,2agpe161,Rtotal,pheme,cdpdhdecg,pe161,pgp160,pgp140,cdpdtdec7eg,pe,amet,cdpdhdec9eg,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,stcoa,hdca,tsul,ocdca,lanost,hxcoa,asp__L,hdcoa,cdpdag,pe1801835Z9Z12Z,ala__L,pgp141,pa140,protein_t,cit,octa,na1,pe180,gthox_protein,ca2,gal,pail,fe2,pgp180,h,pe1819Z1829Z12Z,dttp,cysi__L,pe1819Z1845Z9Z12Z15Z,h2o,pe160,arab__L,salchs4,dsbaox,mg2,met__D,val__L,cu,ps140,2agpg181,dgsn,pa181,lys__L,pe1819Z1819Z,nh4,lac__L,2agpe181,pail1819Z160,hdcea,pgp161,ps120,fru,glc__D,pa120,12dgr180,2agpe141,ps160,2agpg180,ile__L,2agpe160,phe__L,gthrd,tungs,gsn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TbruceigambienseDAL972,arg__L,gly,mal__L,epist,thr__L,ac,tre,gln__L,pgp1819Z160,4abut,ps161,pg141,pe1819Z1835Z9Z12Z,xyl__D,ectoine,pg180,pg160,sucr,ethso3,enter,glyb,chitob,pq,hghhlipa,rib__D,meglyxyl,orot,g3pi,his__L,asn__L,leu__L,cl,isetac,glyc,feoxam,enlipidA,drib,phephe,fe3hox,ser__L,lido,degly,glyc2p,ps180,murein3p3p,tchola,murein3px3p,cu2,g3ps,pe18111Z1835Z9Z12Z,tyr__L,fecrm,mso3,pgp120,pe120,mobd,taur,arsenb,pe181,cd2,acgam,colipa,sbt__D,glcglyc,ttdca,galt,mnl,Lcyst,pa141,12ppd__S,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,manglyc,pg161,pa180,istnt,co2,dca,pg1819Z160,acmana,zn2,glyc3p,met__L,kdo2lipid4,pe141,pg140,cobalt2,cbl1hbi,ps141,mn2,pe140,clpn141,pgp18111Z160,man,spmd,pi,arbt,so4,buts,g3pe,pe18111Z1829Z12Z,pa160,gmp,hghhlipan,ps181,k,pe1801829Z12Z,26dmani,thm,glu__L,eths,pg181,fecost,prolb,murein5p3p,enlipidA_LptA,hxa,gam,pe1829Z12Z1835Z9Z12Z,chols,hexs,pail18111Z160,lipa,enlipa,butso3,LptA,chol,glyald,protein,lipa_cold,orn,pa161,sulfac,pgp181,cys__L,fe3,ttdcea,zymst,pg120,urea,pe18111Z1845Z9Z12Z15Z,pheme,mops,pe161,pgp160,pgp140,amet,crn,chtbs,gbbtn,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,malt,hdca,tsul,ocdca,lanost,asp__L,ctbt,ascb__L,inost,pe1801835Z9Z12Z,ala__L,pgp141,pa140,cit,octa,cpgn,na1,pe180,ca2,gal,fe2,pgp180,h,pe1819Z1829Z12Z,egly,colipap,pe1819Z1845Z9Z12Z15Z,h2o,pe160,salchs4,murein5px3p,mg2,met__D,val__L,g3pc,cu,acolipa,ps140,pqh2,lys__L,arbtn_fe3,pa181,pe1819Z1819Z,eca4colipa,lac__L,pail1819Z160,hdcea,pgp161,ps120,fru,glc__D,acmum,g3pg,trpphe,pa120,ps160,ile__L,sula,gthrd,tungs,gdp,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Vculicisfloridensis,metox__R,epist,manttr,glucan1500,tre,pgp1819Z160,ps161,pg141,pe1819Z1835Z9Z12Z,xyl__D,imp,pg160,pg180,sucr,glntyrleu,hghhlipa,rib__D,meglyxyl,feoxam,enlipidA,fe3hox,lido,so3,degly,ps180,malttr,cu2,manb,idp,pe18111Z1835Z9Z12Z,fecrm,pgp120,provalgln,pe120,mobd,pe181,propropro,colipa,ferrich,glcglyc,cell6,ttdca,ferxa,h2o2,pa141,gthox,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,pa180,pg161,argserser,co2,dca,pg1819Z160,zn2,glyc3p,met__L,kdo2lipid4,pe141,pg140,cobalt2,fe3dcit,ps141,mn2,hco3,pe140,glucan6,pgp18111Z160,spmd,cro4,pi,so4,pe18111Z1829Z12Z,pa160,ileargile,hghhlipan,ps181,k,pe1801829Z12Z,26dmani,o2,thm,glu__L,pg181,fecost,enlipidA_LptA,hxa,pe1829Z12Z1835Z9Z12Z,pail18111Z160,lipa,enlipa,LptA,protein,lipa_cold,pa161,pgp181,cys__L,fe3,ttdcea,zymst,pg120,pe18111Z1845Z9Z12Z15Z,cellb,pheme,leuleutrp,pe161,pgp140,pgp160,maltttr,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,malt,hdca,tsul,ocdca,lanost,asp__L,inost,pe1801835Z9Z12Z,valleuphe,pgp141,14glucan,maltpt,pa140,cit,octa,cpgn,na1,cgly,pe180,ca2,gal,fe2,pgp180,h,pe1819Z1829Z12Z,egly,colipap,pe1819Z1845Z9Z12Z15Z,h2o,leutyrtyr,pe160,arab__L,cell4,mantr,mg2,met__D,acolipa,cu,ps140,lys__L,arbtn_fe3,pa181,pe1819Z1819Z,eca4colipa,pail1819Z160,hdcea,pgp161,ps120,metox,fru,glc__D,malthx,pa120,pepd,ps160,thrhishis,gthrd,tungs,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PfalciparumGB4,arg__L,cdpdodec11eg,gly,12dgr160,mal__L,pydxn,epist,dsbard,thr__L,pdx5p,2agpg160,12dgr120,ac,gln__L,pgp1819Z160,ps161,hxan,pg141,pmtcoa,dtdp,pe1819Z1835Z9Z12Z,2agpe120,xyl__D,imp,pg160,pg180,no3,sucr,enter,ddcacoa,HC01361,chitob,cdpdodecg,hghhlipa,rib__D,dpcoa,sphmyln,leu__L,asn__L,his__L,12dgr141,glyc,enlipidA,2ddecg3p,ser__L,so3,ppi,ps180,Rtotalcoa,tchola,2agpg120,2agpg141,cu2,pnto__R,idp,pe18111Z1835Z9Z12Z,tyr__L,ahdt,odecoa,pgp120,gua,no2,pe120,pap,mobd,taur,for,pe181,cd2,colipa,ferrich,pan4p,12dgr161,ttdca,hemozoin,dad_2,12dgr181,ptd1ino,pa141,2agpg161,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,pg161,pa180,o2s,dolichol,co2,dca,pg1819Z160,zn2,pcox,avite1,met__L,kdo2lipid4,pe141,pg140,chsterol,cobalt2,ps141,mn2,hco3,pe140,ins,camp,ade,fum,clpn141,pgp18111Z160,12dgr140,man,spmd,cro4,dag,pi,tdecoa,pc,ipdp,5mthf,so4,atp,hb,pe18111Z1829Z12Z,pa160,2agpe140,2agpg140,hghhlipan,ps181,dcacoa,cdpdddecg,cdpdtdecg,adn,k,pe1801829Z12Z,o2,35cgmp,thm,xolest2,glu__L,pg181,fecost,enlipidA_LptA,occoa,trp__L,hxa,pe1829Z12Z1835Z9Z12Z,ficytc6,2agpe180,din,pail18111Z160,xan,lipa,enlipa,LptA,protein,chol,glyald,tdcoa,lipa_cold,orn,gluside,pa161,pgp181,cys__L,fe3,pro__L,ttdcea,zymst,pg120,urea,pe18111Z1845Z9Z12Z15Z,2agpe161,Rtotal,pheme,cdpdhdecg,pe161,pgp160,pgp140,cdpdtdec7eg,pe,amet,coa,cdpdhdec9eg,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,stcoa,hdca,tsul,ocdca,lanost,hxcoa,asp__L,hdcoa,cdpdag,pe1801835Z9Z12Z,ala__L,pgp141,pa140,protein_t,cit,octa,na1,pe180,gthox_protein,ca2,gal,pail,fe2,pgp180,succ,h,pe1819Z1829Z12Z,dttp,cysi__L,colipap,pe1819Z1845Z9Z12Z15Z,h2o,pe160,focytc6,arab__L,salchs4,dsbaox,mg2,met__D,val__L,acolipa,cu,ps140,2agpg181,dgsn,lipoate,pa181,lys__L,pe1819Z1819Z,nh4,eca4colipa,pcrd,lac__L,2agpe181,pail1819Z160,citr__L,tag,hdcea,pgp161,CE5022,ps120,fru,glc__D,5fthf,pa120,12dgr180,2agpe141,ps160,2agpg180,ile__L,2agpe160,phe__L,gthrd,tungs,gsn,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PfalciparumGA01,arg__L,gly,mal__L,pydxn,epist,thr__L,pdx5p,ac,gln__L,pgp1819Z160,ps161,hxan,pg141,CE5022,dtdp,pe1819Z1835Z9Z12Z,xyl__D,imp,pg160,pg180,sucr,enter,lyslyslys,HC01361,chitob,hghhlipa,rib__D,trpiletrp,mqn8,dpcoa,asn__L,his__L,leu__L,ocdcya,amp,glyc,enlipidA,phephe,ser__L,so3,ppi,ps180,tchola,cu2,pnto__R,idp,pe18111Z1835Z9Z12Z,tyr__L,ahdt,metmetile,pgp120,no2,pc_SC,pe120,mobd,taur,for,pe181,cd2,colipa,ferrich,pan4p,ttdca,hemozoin,dad_2,ptd1ino,pa141,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,pg161,pa180,co2,dca,pg1819Z160,zn2,pcox,avite1,met__L,kdo2lipid4,pe141,pg140,gtocophe,cobalt2,ps141,mn2,hco3,pe140,ins,fum,tyrphetyr,argarg,argargmet,clpn141,pgp18111Z160,spmd,cro4,5mthf,pi,dag,ipdp,pc,so4,atp,glnhishis,pe18111Z1829Z12Z,pa160,ileargile,ps181,hghhlipan,adn,thrthrarg,k,pe1801829Z12Z,o2,thm,glu__L,pg181,fecost,enlipidA_LptA,trp__L,hxa,pe1829Z12Z1835Z9Z12Z,ficytc6,din,leuleu,pail18111Z160,lipa,enlipa,LptA,protein,glyald,lipa_cold,orn,pa161,pgp181,cys__L,fe3,pro__L,ttdcea,zymst,pg120,urea,pe18111Z1845Z9Z12Z15Z,valval,pheme,pe161,pgp160,pgp140,amet,coa,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,hdca,tsul,ocdca,lanost,asp__L,pe1801835Z9Z12Z,ala__L,pgp141,pa140,cit,octa,na1,pe180,ca2,gal,fe2,pgp180,succ,h,pe1819Z1829Z12Z,dttp,colipap,pe1819Z1845Z9Z12Z15Z,h2o,pe160,focytc6,arab__L,salchs4,mg2,met__D,val__L,acolipa,cu,ps140,lipoate,g3pc,pa181,lys__L,pe1819Z1819Z,nh4,eca4colipa,pcrd,lac__L,citr__L,pail1819Z160,tag,hdcea,pgp161,ps120,fru,glc__D,5fthf,pa120,ps160,ile__L,phe__L,gthrd,tungs,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PcoatneyiHackeri,arg__L,metox__R,cdpdodec11eg,gly,12dgr160,epist,dsbard,thr__L,2agpg160,12dgr120,gsn,ac,gln__L,pgp1819Z160,ps161,hxan,pg141,pmtcoa,dtdp,pe1819Z1835Z9Z12Z,2agpe120,xyl__D,imp,pg180,pg160,no3,sucr,enter,ddcacoa,glyb,HC01361,chitob,cdpdodecg,hghhlipa,rib__D,dpcoa,sphmyln,leu__L,asn__L,his__L,12dgr141,glyc,enlipidA,2ddecg3p,drib,ser__L,so3,ppi,ps180,Rtotalcoa,tchola,2agpg120,2agpg141,cu2,pnto__R,idp,pe18111Z1835Z9Z12Z,tyr__L,ahdt,odecoa,pgp120,gua,no2,pe120,pap,mobd,taur,for,pe181,cd2,colipa,pan4p,12dgr161,ttdca,hemozoin,dad_2,12dgr181,pa141,2agpg161,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,pa180,pg161,o2s,dolichol,co2,dca,pg1819Z160,zn2,met__L,kdo2lipid4,pe141,pg140,chsterol,cobalt2,ps141,mn2,hco3,pe140,ins,ade,camp,pgp18111Z160,man,12dgr140,spmd,cro4,dag,pi,tdecoa,pc,so4,atp,hb,pe18111Z1829Z12Z,pa160,gmp,2agpe140,hghhlipan,ps181,2agpg140,dcacoa,cdpdddecg,cdpdtdecg,adn,k,pe1801829Z12Z,35cgmp,xolest2,glu__L,thm,pg181,fecost,enlipidA_LptA,occoa,trp__L,hxa,pe1829Z12Z1835Z9Z12Z,2agpe180,din,pail18111Z160,xan,lipa,enlipa,LptA,protein,chol,glyald,tdcoa,lipa_cold,orn,gluside,pa161,pgp181,cys__L,fe3,pro__L,ttdcea,zymst,pg120,urea,pe18111Z1845Z9Z12Z15Z,2agpe161,Rtotal,pheme,cdpdhdecg,pe161,pgp140,pgp160,cdpdtdec7eg,pe,amet,cdpdhdec9eg,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,stcoa,hdca,tsul,ocdca,lanost,hxcoa,asp__L,hdcoa,cdpdag,pe1801835Z9Z12Z,ala__L,pgp141,pa140,protein_t,cit,octa,na1,pe180,gthox_protein,ca2,gal,pail,fe2,pgp180,h,pe1819Z1829Z12Z,dttp,cysi__L,colipap,pe1819Z1845Z9Z12Z15Z,h2o,pe160,arab__L,salchs4,dsbaox,mg2,met__D,val__L,acolipa,cu,ps140,2agpg181,dgsn,pa181,lys__L,pe1819Z1819Z,nh4,eca4colipa,lac__L,2agpe181,pail1819Z160,hdcea,pgp161,ps120,metox,fru,glc__D,pa120,12dgr180,2agpe141,ps160,2agpg180,ile__L,2agpe160,phe__L,gthrd,tungs,gdp,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_NdisplodereJUm2807,arg__L,epist,glucan1500,tre,gln__L,pgp1819Z160,actn__R,pg141,pe1819Z1835Z9Z12Z,imp,ectoine,pg180,pg160,sucr,lyslyslys,glyb,g3pi,asn__L,leu__L,so3,glyc2p,murein3p3p,murein3px3p,cu2,g3ps,idp,pe18111Z1835Z9Z12Z,pgp120,cbl2,pe120,mobd,arsenb,pe181,cd2,thrtyrmet,colipa,glcglyc,ttdca,h2o2,pa141,methislys,gthox,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,pa180,pg161,dca,pg1819Z160,zn2,phelyspro,glyc3p,kdo2lipid4,pe141,pg140,cobalt2,tyrphetyr,mn2,pe140,glucan6,pgp18111Z160,spmd,cro4,pi,so4,g3pe,pe18111Z1829Z12Z,pa160,gmp,k,pe1801829Z12Z,o2,glu__L,pg181,fecost,prolb,murein5p3p,phethrlys,hxa,pe1829Z12Z1835Z9Z12Z,chols,pail18111Z160,lipa,protein,chol,lipa_cold,orn,pa161,pgp181,fe3,histrphis,ttdcea,zymst,pg120,pe18111Z1845Z9Z12Z15Z,pe161,pgp140,pgp160,crn,gbbtn,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,hdca,tsul,ocdca,lanost,asp__L,ctbt,inost,hisprolys,pe1801835Z9Z12Z,pgp141,pa140,cit,octa,na1,cgly,pe180,ca2,fe2,pgp180,h,pe1819Z1829Z12Z,pe1819Z1845Z9Z12Z15Z,h2o,pe160,murein5px3p,mg2,val__L,g3pc,pa181,pe1819Z1819Z,nh4,pail1819Z160,hdcea,pgp161,glc__D,g3pg,pa120,ile__L,gthrd,tungs,gdp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TrangeliSC58,arg__L,metox__R,epist,ac,tre,gln__L,ibt,4abut,salchs4fe,actn__R,pgp1819Z160,pe1819Z1835Z9Z12Z,ps161,pg141,xyl__D,imp,pg180,pg160,sucr,ethso3,enter,chitob,pq,hghhlipa,rib__D,meglyxyl,pentso3,his__L,asn__L,cl,leu__L,isetac,glyc,enlipidA,lido,so3,degly,ps180,tchola,malttr,cu2,idp,pe18111Z1835Z9Z12Z,tyr__L,mso3,pgp120,cbl2,pe120,mobd,taur,pe181,acgam,colipa,sbt__D,glcglyc,ttdca,galur,galt,mnl,Lcyst,pa141,salchs2fe,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,manglyc,pg161,pa180,co2,dca,pg1819Z160,acmana,zn2,glyc3p,met__L,kdo2lipid4,pe141,pg140,cobalt2,ps141,mn2,feenter,hco3,but,pe140,pgp18111Z160,man,spmd,cro4,pi,arbt,so4,phephethr,pe18111Z1829Z12Z,pa160,gmp,3mb,hghhlipan,ps181,malthp,pta,k,pe1801829Z12Z,26dmani,o2,thm,glu__L,pg181,fecost,enlipidA_LptA,hxa,gam,pe1829Z12Z1835Z9Z12Z,glcur,pail18111Z160,lipa,enlipa,butso3,LptA,protein,glyald,lipa_cold,orn,pa161,sulfac,g1p,pgp181,cys__L,fe3,ttdcea,zymst,pg120,urea,pe18111Z1845Z9Z12Z15Z,valtrpval,pheme,hexc,pe161,pgp160,pgp140,maltttr,chtbs,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,malt,hdca,tsul,ocdca,lanost,asp__L,ascb__L,inost,pe1801835Z9Z12Z,pgp141,14glucan,maltpt,pa140,cit,octa,na1,pe180,ca2,gal,fe2,pgp180,h,pe1819Z1829Z12Z,egly,colipap,pe1819Z1845Z9Z12Z15Z,h2o,pe160,arab__L,salchs4,mg2,met__D,acolipa,cu,ps140,pqh2,lys__L,pa181,pe1819Z1819Z,nh4,eca4colipa,pail1819Z160,hdcea,pgp161,ps120,metox,fru,glc__D,malthx,acmum,fe3dhbzs,pa120,ps160,ile__L,gthrd,tungs,gdp,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LturanicaLEM423,arg__L,gly,epist,thr__L,ac,tre,gln__L,pgp1819Z160,crn__D,ps161,no3,actn__R,pe1819Z1835Z9Z12Z,pg141,xyl__D,pg160,pg180,sucr,ethso3,enter,glyb,chitob,pq,hghhlipa,rib__D,all__D,his__L,leu__L,isetac,glyc,feoxam,enlipidA,fe3hox,ser__L,ps180,tchola,cu2,pe18111Z1835Z9Z12Z,fecrm,gm2lipa,mso3,pgp120,pe120,mobd,taur,arsenb,pe181,cd2,tyrtrpphe,acgam,colipa,sbt__D,ferrich,ttdca,ferxa,udcpp,galt,mnl,Lcyst,pa141,12ppd__S,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,manglyc,pa180,pg161,co2,dca,pg1819Z160,acmana,zn2,met__L,kdo2lipid4,udcpdp,pe141,pg140,cobalt2,fe3dcit,ps141,mn2,hco3,pe140,tyrphetyr,clpn141,pgp18111Z160,man,pi,arbt,so4,pe18111Z1829Z12Z,pa160,gmp,hghhlipan,ps181,k,pe1801829Z12Z,thm,glu__L,pg181,fecost,prolb,enlipidA_LptA,hxa,gam,pe1829Z12Z1835Z9Z12Z,pail18111Z160,lipa,enlipa,butso3,LptA,chol,glyald,protein,lipa_cold,orn,pa161,sulfac,g1p,pgp181,cys__L,fe3,pro__L,ttdcea,zymst,pg120,urea,pe18111Z1845Z9Z12Z15Z,pheme,hexc,pe161,pgp140,pgp160,crn,chtbs,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,malt,hdca,tsul,ocdca,lanost,asp__L,ctbt,ascb__L,inost,pe1801835Z9Z12Z,ala__L,pgp141,pa140,octa,cpgn,na1,pe180,ca2,gal,fe2,pgp180,h,pe1819Z1829Z12Z,gm1lipa,colipap,pe1819Z1845Z9Z12Z15Z,h2o,phepheasn,pe160,salchs4,mg2,xylan4,met__D,val__L,acolipa,cu,ps140,pqh2,lys__L,arbtn_fe3,pa181,pe1819Z1819Z,eca4colipa,pail1819Z160,hdcea,pgp161,ps120,fru,glc__D,5fthf,acmum,pa120,ps160,ile__L,gthrd,gdp,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LenriettiiLEM3045,arg__L,metox__R,epist,xolest2_hs,ac,tre,gln__L,ibt,pgp1819Z160,ps161,no3,actn__R,pe1819Z1835Z9Z12Z,pg141,xyl__D,pg160,pg180,sucr,ethso3,enter,glyb,chitob,pq,hghhlipa,rib__D,all__D,g3pi,isetac,glyc,feoxam,enlipidA,LalaDgluMdap,pe_hs,fe3hox,so3,glyc2p,ps180,tchola,malttr,cu2,g3ps,pe18111Z1835Z9Z12Z,ldl_hs,HC00005,fecrm,alaala,gm2lipa,mso3,pgp120,pe120,mobd,taur,pe181,acgam,colipa,sbt__D,ttdca,galt,mnl,pa141,12ppd__S,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,manglyc,pg161,pa180,tag_hs,co2,dca,pg1819Z160,acmana,zn2,lcts,glyc3p,met__L,kdo2lipid4,pe141,pg140,chsterol,cobalt2,fe3dcit,ps141,mn2,hco3,but,LalaDgluMdapDala,pe140,pgp18111Z160,man,cro4,pi,arbt,so4,g3pe,pe18111Z1829Z12Z,pa160,gmp,3mb,ps181,hghhlipan,pta,k,pe1801829Z12Z,o2,thm,glu__L,tcdca3s,pg181,fecost,enlipidA_LptA,hxa,gam,pe1829Z12Z1835Z9Z12Z,chols,pail18111Z160,lipa,enlipa,butso3,LptA,protein,glyald,lipa_cold,orn,pa161,sulfac,g1p,pgp181,cys__L,fe3,pro__L,ttdcea,zymst,pg120,urea,pe18111Z1845Z9Z12Z15Z,pheme,pchol_hs,hexc,leuleutrp,pe161,pgp160,pgp140,maltttr,chtbs,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,malt,hdca,tsul,ocdca,lanost,asp__L,ascb__L,inost,pe1801835Z9Z12Z,valleuphe,pgp141,14glucan,maltpt,pa140,cit,octa,cpgn,na1,pe180,ca2,gal,fe2,pgp180,pheleuhis,h,pe1819Z1829Z12Z,gm1lipa,colipap,pe1819Z1845Z9Z12Z15Z,h2o,leutyrtyr,pe160,salchs4,mg2,xylan4,met__D,g3pc,cu,acolipa,ps140,pqh2,lys__L,arbtn_fe3,pa181,pe1819Z1819Z,nh4,eca4colipa,eidi1114ac,pail1819Z160,hdcea,pgp161,ps120,metox,fru,glc__D,malthx,acmum,g3pg,pa120,ps160,thrhishis,gthrd,tungs,gdp,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
