,T. gondii ARI,T. gondii FOU,T. gondii GAB2-2007-GAL-DOM2,T. gondii GT1,T. gondii MAS,T. gondii ME49,T. gondii p89,T. gondii RUB,T. gondii TgCatPRC2,T. gondii VAND,T. gondii VEG
CLt_e,,,,,nonlethal,,,,,,
PLPSA218111Z1835Z9Z12Z,,,,,nonlethal,,,,,,
MCPST,,,,,nonlethal,,,,,,
3OACOAR,,,,,nonlethal,,,,,,
ANS,,,,,nonlethal,,,,,,
LYSTRS,,,,,nonlethal,,,,,,
ALDD4,,,,,nonlethal,,,,,,
GRGTc,,,,,nonlethal,,,,,,
AMPMS,,,,,not in model,,,,,,
HEMEASm,,,,,nonlethal,,,,,,
EAR100_m,,,,,nonlethal,,,,,,
HOLYSK,,,,,not in model,,,,,,
RNTR4,,,,,nonlethal,,,,,,
ADK1m,,,,,nonlethal,,,,,,
3HAD121_m,,,,,nonlethal,,,,,,
MTHFCm,,,,,nonlethal,,,,,,
EX_na1_e,,,,,nonlethal,,,,,,
PREPTHS2,,,,,nonlethal,,,,,,
EX_tsul_e,,,,,nonlethal,,,,,,
UNK3,,,,,nonlethal,,,,,,
TAGAH1819Z18111Z18111Z,,,,,nonlethal,,,,,,
NADH2_u6m,,,,,nonlethal,,,,,,
3OXCOAT,,,,,nonlethal,,,,,,
14GLUCANabcppc,,,,,nonlethal,,,,,,
NO3abcppc,,,,,not in model,,,,,,
URIK2,,,,,nonlethal,,,,,,
ICL,,,,,nonlethal,,,,,,
DUTPDP,,,,,nonlethal,,,,,,
FBA,,,,,nonlethal,,,,,,
EX_meglyxyl_e,,,,,nonlethal,,,,,,
FBA4,,,,,not in model,,,,,,
DASYN184_6_9_12_15,,,,,nonlethal,,,,,,
A2GALT3c,,,,,nonlethal,,,,,,
PGLYCtmnhs,,,,,nonlethal,,,,,,
3HAD140,,,,,nonlethal,,,,,,
ACS2,,,,,nonlethal,,,,,,
3OAS180,,,,,nonlethal,,,,,,
GMHEPAT,,,,,nonlethal,,,,,,
MTHFD2i,,,,,nonlethal,,,,,,
SELMETAT,,,,,nonlethal,,,,,,
PAN4PP,,,,,not in model,,,,,,
EAR120x,,,,,nonlethal,,,,,,
ACACT8r,,,,,nonlethal,,,,,,
DM_lys__L_c,,,,,nonlethal,,,,,,
ECOAH5,,,,,nonlethal,,,,,,
KAS2,,,,,nonlethal,,,,,,
G3PD2,,,,,nonlethal,,,,,,
EX_chitob_e,,,,,nonlethal,,,,,,
TAGAH18111Z18111Z1835Z9Z12Z,,,,,nonlethal,,,,,,
dgl_prod5,,,,,nonlethal,,,,,,
O16A4COLIPAabctexc,,,,,nonlethal,,,,,,
FA100ACPHi,,,,,nonlethal,,,,,,
EX_pnto__R_e,,,,,nonlethal,,,,,,
ACOADAGAT16018111Z18111Z,,,,,nonlethal,,,,,,
HMR_0582nhs,,,,,nonlethal,,,,,,
FACOAL120t2ppc,,,,,nonlethal,,,,,,
EX_mobd_e,,,,,nonlethal,,,,,,
r0853,,,,,not in model,,,,,,
ACOADAGAT16018111Z180,,,,,nonlethal,,,,,,
NMNP,,,,,not in model,,,,,,
PLCD,,,,,nonlethal,,,,,,
3OAS140_1c,,,,,nonlethal,,,,,,
AACPS5_1c,,,,,nonlethal,,,,,,
MTHFCm_1,,,,,nonlethal,,,,,,
DHPS2,,,,,nonlethal,,,,,,
3OAR40_m,,,,,nonlethal,,,,,,
EX_cpgn_e,,,,,not in model,,,,,,
SULR_2,,,,,nonlethal,,,,,,
G3PD5,,,,,nonlethal,,,,,,
EX_pe1829Z12Z1835Z9Z12Z_e,,,,,nonlethal,,,,,,
UPPDC2,,,,,nonlethal,,,,,,
DASYN182_9_12,,,,,nonlethal,,,,,,
ATPPHm,,,,,nonlethal,,,,,,
ILETA,,,,,nonlethal,,,,,,
PSERDm_SC,,,,,nonlethal,,,,,,
PSP_L,,,,,nonlethal,,,,,,
FAOXC80,,,,,not in model,,,,,,
EAR121y,,,,,nonlethal,,,,,,
EHGLAT,,,,,nonlethal,,,,,,
D_LACDHm,,,,,nonlethal,,,,,,
S2FE2SS,,,,,nonlethal,,,,,,
A2GALT6c,,,,,nonlethal,,,,,,
BC10_new,,,,,nonlethal,,,,,,
MGDGW6DS1829Z12Z1637Z10Z13Zc,,,,,nonlethal,,,,,,
GLCt2_2,,,,,nonlethal,,,,,,
CD2t4,,,,,not in model,,,,,,
AMALT2,,,,,nonlethal,,,,,,
URIK3,,,,,nonlethal,,,,,,
PHEMEABCte,,,,,nonlethal,,,,,,
SPHMYLNt,,,,,nonlethal,,,,,,
LPD5,,,,,nonlethal,,,,,,
PNTEH,,,,,nonlethal,,,,,,
TSR,,,,,not in model,,,,,,
HACD5,,,,,nonlethal,,,,,,
ACOAD9m,,,,,nonlethal,,,,,,
EX_o16a4colipa_e,,,,,nonlethal,,,,,,
EX_thrthrarg_e,,,,,nonlethal,,,,,,
I2FE2ST,,,,,nonlethal,,,,,,
ENO,,,,,nonlethal,,,,,,
GCC2cm,,,,,nonlethal,,,,,,
RHODOPSINIc,,,,,nonlethal,,,,,,
PYK5,,,,,nonlethal,,,,,,
ACPPAT181,,,,,nonlethal,,,,,,
DNDPt43m,,,,,not in model,,,,,,
MACCOAT,,,,,nonlethal,,,,,,
AACPS2,,,,,nonlethal,,,,,,
DM_met__L_c,,,,,nonlethal,,,,,,
XPPT,,,,,nonlethal,,,,,,
EX_pgp160_e,,,,,nonlethal,,,,,,
GTHS,,,,,nonlethal,,,,,,
DGDGW3DS1839Z12Z15Z1627Z10Zc,,,,,nonlethal,,,,,,
PDHbr,,,,,nonlethal,,,,,,
AGPAT141,,,,,nonlethal,,,,,,
GF6PTA,,,,,nonlethal,,,,,,
DHNANT,,,,,not in model,,,,,,
GLUTCOADHc,,,,,nonlethal,,,,,,
NDPK8m,,,,,nonlethal,,,,,,
KATpc,,,,,nonlethal,,,,,,
EX_g3ps_e,,,,,nonlethal,,,,,,
PHEPHETHRt,,,,,nonlethal,,,,,,
MOBDabc,,,,,nonlethal,,,,,,
EAR100x,,,,,nonlethal,,,,,,
ENOm,,,,,nonlethal,,,,,,
EX_feenter_e,,,,,not in model,,,,,,
MOHMT,,,,,nonlethal,,,,,,
ALDD32,,,,,nonlethal,,,,,,
TPTPt_m,,,,,nonlethal,,,,,,
DGDGW3DS1839Z12Z15Z1637Z10Z13Z1c,,,,,nonlethal,,,,,,
KAT180_m,,,,,nonlethal,,,,,,
ARGSS,,,,,nonlethal,,,,,,
HBZNPT,,,,,not in model,,,,,,
MLTG1,,,,,nonlethal,,,,,,
GMT1,,,,,nonlethal,,,,,,
G3PD4,,,,,nonlethal,,,,,,
FA160ACPH_m,,,,,nonlethal,,,,,,
DHFR2i,,,,,nonlethal,,,,,,
FAO2,,,,,nonlethal,,,,,,
UDPACGLP,,,,,nonlethal,,,,,,
EX_pe160_e,,,,,nonlethal,,,,,,
EX_lipoate_e,,,,,nonlethal,,,,,,
HIBDkt,,,,,nonlethal,,,,,,
NOS1,,,,,nonlethal,,,,,,
TRPTA,,,,,nonlethal,,,,,,
PCLAD,,,,,not in model,,,,,,
FACOAL180,,,,,nonlethal,,,,,,
FLNDPR2r,,,,,nonlethal,,,,,,
CITt4_4,,,,,not in model,,,,,,
GLU5K,,,,,nonlethal,,,,,,
ARGARGt,,,,,not in model,,,,,,
OHPBAT,,,,,nonlethal,,,,,,
EX_fum_e,,,,,nonlethal,,,,,,
EX_maltttr_e,,,,,nonlethal,,,,,,
CRNCAR,,,,,nonlethal,,,,,,
EX_pe120_e,,,,,nonlethal,,,,,,
GLNSP2,,,,,nonlethal,,,,,,
SSALx,,,,,nonlethal,,,,,,
DGTPtm,,,,,nonlethal,,,,,,
PGP120abcppc,,,,,nonlethal,,,,,,
GLYGS,,,,,nonlethal,,,,,,
ISETACabcppc,,,,,nonlethal,,,,,,
DHPR2,,,,,nonlethal,,,,,,
HEX1,,,,,nonlethal,,,,,,
AATA,,,,,not in model,,,,,,
LEUTAm,,,,,nonlethal,,,,,,
ACOADAGAT1801819Z160,,,,,nonlethal,,,,,,
G6PADH,,,,,nonlethal,,,,,,
NTD3,,,,,nonlethal,,,,,,
TAGAH18111Z1819Z160,,,,,nonlethal,,,,,,
COabc,,,,,nonlethal,,,,,,
ORNt3m,,,,,nonlethal,,,,,,
HCO3_h_thi,,,,,not in model,,,,,,
EX_lipa_cold_e,,,,,nonlethal,,,,,,
PGSA181,,,,,nonlethal,,,,,,
ECOAH7m,,,,,nonlethal,,,,,,
AFAT,,,,,nonlethal,,,,,,
KAS12,,,,,nonlethal,,,,,,
GMT2,,,,,nonlethal,,,,,,
KAS10,,,,,nonlethal,,,,,,
DGDGW6DS1819Z1627Z10Zc,,,,,nonlethal,,,,,,
EX_fe3dcit_e,,,,,nonlethal,,,,,,
ACSm,,,,,nonlethal,,,,,,
ORPT,,,,,nonlethal,,,,,,
DGDGW3DS1829Z12Z1637Z10Z13Zc,,,,,nonlethal,,,,,,
AACP1819ZSc,,,,,nonlethal,,,,,,
KAS6,,,,,nonlethal,,,,,,
DHCRD2,,,,,not in model,,,,,,
HISTRS,,,,,nonlethal,,,,,,
S2FE2SR,,,,,nonlethal,,,,,,
ALDD17,,,,,nonlethal,,,,,,
GAT2_SC,,,,,nonlethal,,,,,,
TPI,,,,,nonlethal,,,,,,
DGDGGH1839Z12Z15Z1634Z7Z10Zc,,,,,nonlethal,,,,,,
PLPSA21819Z1819Z,,,,,nonlethal,,,,,,
KAS15,,,,,nonlethal,,,,,,
DM_trp__L_c,,,,,nonlethal,,,,,,
PE180abcppc,,,,,nonlethal,,,,,,
MN6PP,,,,,nonlethal,,,,,,
DM_tyr__L_c,,,,,nonlethal,,,,,,
PLPSA21819Z1829Z12Z,,,,,nonlethal,,,,,,
EX_g1p_e,,,,,nonlethal,,,,,,
GALIGH,,,,,nonlethal,,,,,,
D_LACDm,,,,,nonlethal,,,,,,
DRIBabc,,,,,nonlethal,,,,,,
FECOSTAT_SC,,,,,not in model,,,,,,
MECDPDH5,,,,,nonlethal,,,,,,
PDE2,,,,,nonlethal,,,,,,
AMITP,,,,,nonlethal,,,,,,
Cuabc,,,,,nonlethal,,,,,,
MOD_4mop,,,,,nonlethal,,,,,,
SADT,,,,,nonlethal,,,,,,
OMCDCm,,,,,nonlethal,,,,,,
ACPPAT160,,,,,nonlethal,,,,,,
3OAR120,,,,,nonlethal,,,,,,
r2425,,,,,not in model,,,,,,
FAS120,,,,,nonlethal,,,,,,
EX_argarg_e,,,,,not in model,,,,,,
DAGAH1819Z18111Z,,,,,nonlethal,,,,,,
DGDGW6DS1829Z12Z1634Z7Z10Zc,,,,,nonlethal,,,,,,
EX_met__L_e,,,,,nonlethal,,,,,,
HMR_9807,,,,,not in model,,,,,,
NADN,,,,,not in model,,,,,,
FASC160ACP,,,,,nonlethal,,,,,,
PANTS,,,,,nonlethal,,,,,,
ACACT4pc,,,,,nonlethal,,,,,,
EPMEACPR,,,,,nonlethal,,,,,,
OGMEACPR,,,,,nonlethal,,,,,,
IPDPS,,,,,nonlethal,,,,,,
GLNtm_1,,,,,nonlethal,,,,,,
DHDPRy,,,,,nonlethal,,,,,,
ACOLIPAabctexc,,,,,nonlethal,,,,,,
ALCD2x,,,,,nonlethal,,,,,,
EX_pgp141_e,,,,,nonlethal,,,,,,
FLVR,,,,,nonlethal,,,,,,
FMETTRS,,,,,nonlethal,,,,,,
NH4t_1,,,,,not in model,,,,,,
ALDD2xm,,,,,nonlethal,,,,,,
KHK2,,,,,not in model,,,,,,
CSm,,,,,nonlethal,,,,,,
ACOADAGAT1819Z1819Z1835Z9Z12Z,,,,,nonlethal,,,,,,
MGDGW3DS1839Z12Z15Z1627Z10Zc,,,,,nonlethal,,,,,,
MGDGW6DS1829Z12Z1619Zc,,,,,nonlethal,,,,,,
ALAALACNc,,,,,not in model,,,,,,
PCm,,,,,nonlethal,,,,,,
ABOR,,,,,nonlethal,,,,,,
NAPRT,,,,,nonlethal,,,,,,
NNAM,,,,,nonlethal,,,,,,
RNTR4c,,,,,nonlethal,,,,,,
NH4tmt,,,,,nonlethal,,,,,,
ACOAD10m,,,,,nonlethal,,,,,,
DCTPD,,,,,nonlethal,,,,,,
FAO182p_oddoddc,,,,,nonlethal,,,,,,
NADPHQR3,,,,,nonlethal,,,,,,
2_7_8_3,,,,,nonlethal,,,,,,
ALCD22yi,,,,,not in model,,,,,,
RNDR1,,,,,nonlethal,,,,,,
DRTPPD,,,,,nonlethal,,,,,,
MYCON4,,,,,nonlethal,,,,,,
GMAND,,,,,nonlethal,,,,,,
PE18111Z1835Z9Z12Zt,,,,,nonlethal,,,,,,
GLYC3tr,,,,,nonlethal,,,,,,
ALDD20ym,,,,,nonlethal,,,,,,
LNS14DM,,,,,not in model,,,,,,
KAS17,,,,,nonlethal,,,,,,
EX_lanost_e,,,,,nonlethal,,,,,,
AKGICITtm,,,,,nonlethal,,,,,,
SUCDH_q8_m,,,,,nonlethal,,,,,,
TAGAH1801819Z18111Z,,,,,nonlethal,,,,,,
MGDGD7DS1829Z12Z1617Zc,,,,,nonlethal,,,,,,
lipid3,,,,,nonlethal,,,,,,
AASPm,,,,,nonlethal,,,,,,
CYOR_q8_m,,,,,nonlethal,,,,,,
GUAPRT,,,,,nonlethal,,,,,,
FAMPL5,,,,,nonlethal,,,,,,
CU1abcppc,,,,,nonlethal,,,,,,
G1PTT,,,,,nonlethal,,,,,,
ARGabc,,,,,nonlethal,,,,,,
ALR2,,,,,nonlethal,,,,,,
PIt8,,,,,nonlethal,,,,,,
CBMKr,,,,,nonlethal,,,,,,
PGPS18111Z160,,,,,nonlethal,,,,,,
PE181abcppc,,,,,nonlethal,,,,,,
FE3HOXabcppc,,,,,not in model,,,,,,
ACOAD5,,,,,not in model,,,,,,
r0494,,,,,nonlethal,,,,,,
MTMOHT,,,,,nonlethal,,,,,,
