,T. gondii ARI,T. gondii FOU,T. gondii GAB2-2007-GAL-DOM2,T. gondii GT1,T. gondii MAS,T. gondii ME49,T. gondii p89,T. gondii RUB,T. gondii TgCatPRC2,T. gondii VAND,T. gondii VEG
SUCHMSSELCYSL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ILETRS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PDHm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACTD2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FEOXAMabcppc,nonlethal,not in model,nonlethal,,not in model,,,,nonlethal,not in model,
TAGAH1801819Z180,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ATPS3m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
APCPT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TRPTRS,not in model,not in model,not in model,,nonlethal,,,,nonlethal,not in model,
NADPHtu,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
SULOm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CDPDAGS1819Z160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MACPD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SERPT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_g3pi_e,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
AHSERL4,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MTHFDm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AHHST,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
CLPNS181,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGDGGH_OLE_HDE_c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AACPS1_1c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NAt3_15,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
VECOAH,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
THIORDXi,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
BACCL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CSND,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DASYN141,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SHSL3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL150_anteiso,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACACT7m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PLPSA218111Z1845Z9Z12Z15Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FASm2402,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AMETt2m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DHAP_pi_thr,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
NH4t,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
PCHLD646ORc,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
EX_ps180_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FASm2601,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_mn2_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PPBNGS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G3PCabcppc,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
DUTUP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH1819Z18111Z160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
UTUP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GDR_nadp_h,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
MTHFD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GK1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PE1801819Zt,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_glyc3p_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACTDa,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
UMPKm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SELTORm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
R5PP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL171_anteiso,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HBZOPT6,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALDD2ym,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
KAS16,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYSGLUexR,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
ASNTRAT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
2AGPEAT140,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGDGGH1829Z12Z1634Z7Z10Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G1Pt6_2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
XYLt2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FA140COAabcpc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PI45BP5P_SC,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH16018111Z1819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NADK,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pe18111Z1845Z9Z12Z15Z_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT18111Z18111Z1835Z9Z12Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PRPPtm,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
TRPt,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
XYLK,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
OBDHc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GAT1_SC,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ECOAH2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PGSA120,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL141t2ppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ZYMSTt,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PDE4,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
UTCY,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL161_ISO,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PDX5PS,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
PYRShic,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
4HALDD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
RAFGH,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G3PAT140,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CHITOBptsc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pg160_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PPNDH,not in model,nonlethal,nonlethal,,not in model,,,,nonlethal,not in model,
ATAMh,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
THRTRS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FASC201ACP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PDHam1mi,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PS161abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GMHEPK,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PLPSA218111Z1819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ASPOb,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
EX_hghhlipa_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACACT1r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G3PAT160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_fe3dhbzs_e,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
AGPAT120,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MYCON5,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G16MT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH18111Z1819Z1845Z9Z12Z15Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NNDPR,nonlethal,not in model,nonlethal,,not in model,,,,nonlethal,nonlethal,
DGDGGH1819Z160c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NAPT,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
ACOADAGAT1801819Z180,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
P5CR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DASYN183_9_12_15,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ETHAPT18111Z1819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGDGW3DS1839Z12Z15Z160c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
dgl_prod6,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLYC3Ptm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AGPAT180,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ETHAt,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_hislysthr_e,not in model,nonlethal,nonlethal,,not in model,,,,not in model,not in model,
DM_gln__L_c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
1AGPEAT1819Z1819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_murein3p3p_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NAMNPP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PTOR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
KAS14_1c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOTAim,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ATPtm_H,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MG3A,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FASm3001,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_no2_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GUAC,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DOLASNT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DNDPt40m,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
LCADi,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH1819Z1819Z1835Z9Z12Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FA160COAabcpc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GCPN,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G3PAT1819Z_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACCOAth,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
TAGAH16018111Z1835Z9Z12Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HACD6m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MDHm,not in model,not in model,nonlethal,,not in model,,,,nonlethal,nonlethal,
HPHL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
QRr,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
KAS13,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
2AGPGAT181,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MCCC,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
THFAT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MANt1r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TRSARr,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PIt,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLNSP3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PG181abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HCO3E,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PYRIS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
4HTHRA,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
EX_all__D_e,nonlethal,not in model,not in model,,not in model,,,,nonlethal,not in model,
PE1801845Z9Z12Z15Zt,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LUMIRHODOPSINIc,nonlethal,not in model,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALDD13,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL141,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NNOR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MALTTTRabc,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
ADD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
UREASE,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SERTRS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FE3abc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
L_LACD2cm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DHCRD1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PAPSR2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DAGAH18111Z18111Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PDYXPT_c,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
ACPPAT180,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ADK3m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
VALTRSm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ITCY,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ETFQO_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PROtm,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
PDE5,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_ile__L_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
2AGPGAT141,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NTD2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FASC180ACP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAS160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NNDPRm,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
EX_pe180_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
6MPURPRT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FASm280,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3HAD80,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NDPK10,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACPPAT120,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH1819Z1819Z18111Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PTRCabc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CAATPS_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
Kt1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3AIB_Dtm,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
EX_for_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ATPS10_3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
OCTDPS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SUCDi,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACACT4r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PPCOAOm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HYPOE,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PDHe2r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
r2136,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAR160_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
1AGPEAT1801845Z9Z12Z15Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FA182COAabcpc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HCO3Em,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
ACTNabc,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
DM_arg__L_c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
5FTHFt2_1,not in model,nonlethal,nonlethal,,not in model,,,,not in model,not in model,
ACOADAGAT1819Z18111Z1819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGK1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MECDPDH_syn,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CRNabc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_fecrm_e,nonlethal,not in model,nonlethal,,not in model,,,,nonlethal,not in model,
FAS100COA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DVPCHLD646ORc,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
HCYSMT2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DHORTS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOAD5f,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PE18111Z1819Zt,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NH4th,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
EAR160_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FAO161p_evenc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
A3GALT3c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,not in model,
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z1c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_colipap_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
BZSCD,nonlethal,not in model,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NADH5,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NADPPPS,nonlethal,nonlethal,not in model,,nonlethal,,,,not in model,not in model,
G1Dx,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DASYN120,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MGDGW3DS1839Z12Z15Z160c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FECOSTt,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FASm340,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CLPNS140,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FAOXC1811603m,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
ADK2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
METSm,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
TUNGSabcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ARGTRS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ATPS3r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HADPCOADH3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MI1PP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT16018111Z1819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DXPS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LIPAabctexc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NA1ATPasem,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_cobalt2_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FAMPL1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MEPCT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAS141,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLUN,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
OPHHX,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PHOMSELCYSL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_inost_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DM_cys__L_c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G3PD6,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G3PIabcppc,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
LPLPS1AGPE1829Z12Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PE161abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PPM,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
KAS4,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MALGLUth,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
K2L4Aabctexc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pa161_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALDD20y,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLCNACT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DAGK181_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAURabc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYTK1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TKT1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
UREA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_lido_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT1819Z18111Z160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SULR_ferr,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
DADK,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALATA_Lm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DCTUP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
2AGPEAT180,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACGKm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DSBDR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH18111Z18111Z160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CERS326,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,not in model,
ALAD_L,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH16018111Z180,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
C160SN,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
