,T. gondii ARI,T. gondii FOU,T. gondii GAB2-2007-GAL-DOM2,T. gondii GT1,T. gondii MAS,T. gondii ME49,T. gondii p89,T. gondii RUB,T. gondii TgCatPRC2,T. gondii VAND,T. gondii VEG
PGMT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
G3PSabcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NTRIR2x,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TRDR,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MOTH4,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_pg140_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MG3B,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MDHC_nadp_hr,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AGPOP,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PGI,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DASYN181,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NTD5,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FA161ACPHi,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HISLYSTHRt,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NTRLASE2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SGOR,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_pe1801819Z_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AMPTASECG,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOAR5mc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_chol_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PIt2r,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ATPS1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PG18111Z160t,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACt2r,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_ac_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACACT5m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PPDIMAS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AGPOPm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PIN3K_SC,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
dgl_prod4,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DKFPS2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PGCD,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3OAS160_1c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HMGL,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_leu__L_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PPTTm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SSALy,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_murein3px3p_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
URIDK2r,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
A3GALT1c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOATA,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
